##Names	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__J_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-32931.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ02.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ05.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ01.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__SQ24.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__SQ20.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-DK-20.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade4__70.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__SQ29.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__SQ32.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__H_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__Ja_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade4__70s.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__B_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__A_HAR-13.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__SB013112.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__SB006930.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__A_7249.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__Ba_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__Jali20.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__A2497.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__B_TZ1A828_OT.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade2__A_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__A_363.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__C_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/Ocular__clade1__C_TW-3.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__SQ25.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__J_31-98.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__Ia20-97.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__6276s.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__6276.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__SQ28.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__K_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade3__I_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_CS847_08.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ07.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_CS1025_11.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_11023.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__IU824.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__IU888.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-103.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA_clade3__E-160.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-547.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ06.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_150.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_SW3.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade3__G_11074.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__Ia_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_11-96.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__Sweden2.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade3__G_9301.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade3__G_9768.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__Ia_SotonIa3.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_6-94.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__D(s)2923.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__D_13-96.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_SW5.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F-6068.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_SWFPminus.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_SW4.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__E-8873.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D_CS637_11.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__Ia_SotonIa1.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_SotonE4.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_C599.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_2-93.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E_Bour.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade1__F_1-93.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ14.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ12.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ10.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ09.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D_UW-3_CX.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__G_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D-EC.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D-LC.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade3__G_11222.fna	/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade4__Da_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__Ia_CS190_96.fna	/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__D_14-96.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L1__L1_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L1__L1_1322_p2.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L3__L3_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__LGV_II_434.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L1__L1_440_LN.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L3__L3_404_LN.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L1__L1_115.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__L2_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2b_CS784_08.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2b_CS19_08.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2b_8200_07.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2b_UCH-2.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__UCH-1.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__L2_434_Bu(i).fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__L2_434_Bu(f).fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__L2_434_Bu.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2__L2_25667R.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L1__L1_224.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2c__L2c_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2b_795.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2a__L2a_ref.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2c__L2c.fna	/home/pshar31/strainge_trail/renamed_db/genomes/LGV__L2b__L2f.fna
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__J_ref.fna	1.000000	0.717823	0.992383	0.992383	0.992383	0.931290	0.931290	0.711995	0.713759	0.701595	0.701595	0.940372	0.998946	0.715453	0.851127	0.859516	0.847003	0.849665	0.872250	0.846591	0.867037	0.871857	0.865798	0.867655	0.871290	0.852973	0.852973	0.701755	0.943960	0.944368	0.951894	0.950592	0.701755	0.921364	0.925975	0.705653	0.946330	0.706446	0.707797	0.706071	0.706071	0.712241	0.712842	0.710951	0.947618	0.712011	0.709801	0.911926	0.948137	0.718797	0.714960	0.912754	0.912754	0.946823	0.722414	0.719420	0.719722	0.714447	0.713316	0.718662	0.714748	0.722138	0.709873	0.924414	0.929072	0.705290	0.946916	0.714277	0.710075	0.714670	0.706071	0.710346	0.944394	0.945341	0.946202	0.942569	0.925085	0.914047	0.925085	0.925085	0.928266	0.731439	0.921743	0.928400	0.668742	0.671061	0.666971	0.668742	0.668742	0.666971	0.674102	0.696353	0.669493	0.669493	0.669493	0.669493	0.669493	0.684143	0.684143	0.684143	0.684143	0.672226	0.694258	0.669493	0.671618	0.695169	0.669493
/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-32931.fna	0.717823	1.000000	0.714529	0.714529	0.714529	0.719010	0.719010	0.964562	0.925827	0.925668	0.925668	0.723750	0.718994	0.921202	0.692664	0.705979	0.691761	0.694552	0.709476	0.695570	0.718040	0.710416	0.708902	0.709385	0.708598	0.691488	0.691488	0.944306	0.720131	0.716521	0.717081	0.718190	0.944306	0.704604	0.708848	0.939488	0.715856	0.945568	0.952543	0.949371	0.949371	0.981353	0.987125	0.985464	0.717293	0.983019	0.984297	0.708036	0.717752	0.931707	0.981914	0.708709	0.708709	0.716352	0.932029	0.931006	0.931346	0.941524	0.940535	0.932907	0.941866	0.934832	0.953719	0.700315	0.711862	0.948662	0.716672	0.978804	0.977470	0.941778	0.948006	0.937543	0.714004	0.715139	0.715900	0.718896	0.700909	0.706550	0.700909	0.700909	0.709701	0.907962	0.707946	0.710905	0.653676	0.656363	0.657687	0.653676	0.653676	0.657687	0.658276	0.668765	0.656171	0.656171	0.656171	0.656171	0.656171	0.672900	0.672900	0.672900	0.672900	0.656413	0.665958	0.656171	0.656561	0.666856	0.656171
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ02.fna	0.992383	0.714529	1.000000	1.000000	1.000000	0.933737	0.933737	0.708707	0.714171	0.702008	0.702008	0.942825	0.993438	0.715868	0.848964	0.857356	0.844859	0.847517	0.870064	0.844439	0.864863	0.869677	0.863626	0.865479	0.869105	0.850807	0.850807	0.702156	0.944190	0.944569	0.952122	0.950824	0.702156	0.923825	0.924579	0.706050	0.946531	0.706851	0.708195	0.706469	0.706469	0.712650	0.709553	0.707664	0.947814	0.708723	0.706515	0.909597	0.948334	0.720533	0.711669	0.907893	0.907893	0.947024	0.724167	0.721167	0.721470	0.716198	0.715072	0.720411	0.716499	0.723880	0.711647	0.926880	0.931533	0.705690	0.949645	0.710987	0.709234	0.716421	0.706469	0.712104	0.947130	0.948070	0.948933	0.945312	0.927552	0.916544	0.927552	0.927552	0.923393	0.729392	0.926729	0.930835	0.665401	0.667717	0.663632	0.665401	0.665401	0.663632	0.670755	0.692983	0.666151	0.666151	0.666151	0.666151	0.666151	0.680786	0.680786	0.680786	0.680786	0.668881	0.690891	0.666151	0.668274	0.691801	0.666151
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ05.fna	0.992383	0.714529	1.000000	1.000000	1.000000	0.933737	0.933737	0.708707	0.714171	0.702008	0.702008	0.942825	0.993438	0.715868	0.848964	0.857356	0.844859	0.847517	0.870064	0.844439	0.864863	0.869677	0.863626	0.865479	0.869105	0.850807	0.850807	0.702156	0.944190	0.944569	0.952122	0.950824	0.702156	0.923825	0.924579	0.706050	0.946531	0.706851	0.708195	0.706469	0.706469	0.712650	0.709553	0.707664	0.947814	0.708723	0.706515	0.909597	0.948334	0.720533	0.711669	0.907893	0.907893	0.947024	0.724167	0.721167	0.721470	0.716198	0.715072	0.720411	0.716499	0.723880	0.711647	0.926880	0.931533	0.705690	0.949645	0.710987	0.709234	0.716421	0.706469	0.712104	0.947130	0.948070	0.948933	0.945312	0.927552	0.916544	0.927552	0.927552	0.923393	0.729392	0.926729	0.930835	0.665401	0.667717	0.663632	0.665401	0.665401	0.663632	0.670755	0.692983	0.666151	0.666151	0.666151	0.666151	0.666151	0.680786	0.680786	0.680786	0.680786	0.668881	0.690891	0.666151	0.668274	0.691801	0.666151
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade1__SQ01.fna	0.992383	0.714529	1.000000	1.000000	1.000000	0.933737	0.933737	0.708707	0.714171	0.702008	0.702008	0.942825	0.993438	0.715868	0.848964	0.857356	0.844859	0.847517	0.870064	0.844439	0.864863	0.869677	0.863626	0.865479	0.869105	0.850807	0.850807	0.702156	0.944190	0.944569	0.952122	0.950824	0.702156	0.923825	0.924579	0.706050	0.946531	0.706851	0.708195	0.706469	0.706469	0.712650	0.709553	0.707664	0.947814	0.708723	0.706515	0.909597	0.948334	0.720533	0.711669	0.907893	0.907893	0.947024	0.724167	0.721167	0.721470	0.716198	0.715072	0.720411	0.716499	0.723880	0.711647	0.926880	0.931533	0.705690	0.949645	0.710987	0.709234	0.716421	0.706469	0.712104	0.947130	0.948070	0.948933	0.945312	0.927552	0.916544	0.927552	0.927552	0.923393	0.729392	0.926729	0.930835	0.665401	0.667717	0.663632	0.665401	0.665401	0.663632	0.670755	0.692983	0.666151	0.666151	0.666151	0.666151	0.666151	0.680786	0.680786	0.680786	0.680786	0.668881	0.690891	0.666151	0.668274	0.691801	0.666151
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__SQ24.fna	0.931290	0.719010	0.933737	0.933737	0.933737	1.000000	1.000000	0.708665	0.714791	0.697048	0.697048	0.971022	0.932374	0.716488	0.837149	0.841285	0.829749	0.832422	0.855197	0.831503	0.849774	0.854766	0.848689	0.853211	0.854246	0.834415	0.834415	0.706235	0.919628	0.923790	0.927513	0.926203	0.706235	0.965974	0.962672	0.710184	0.920676	0.714768	0.715031	0.713021	0.713021	0.716936	0.714019	0.712128	0.920608	0.714271	0.710978	0.919233	0.921120	0.719721	0.717217	0.920068	0.920068	0.919796	0.730759	0.718285	0.718587	0.717862	0.716735	0.723152	0.718163	0.723066	0.713310	0.964411	0.983489	0.713597	0.919915	0.715450	0.720024	0.718270	0.714375	0.713950	0.918749	0.918345	0.919194	0.915536	0.965096	0.955844	0.965096	0.965096	0.941099	0.726506	0.957200	0.981355	0.657662	0.659994	0.655897	0.657662	0.657662	0.655897	0.664086	0.683874	0.658428	0.658428	0.658428	0.658428	0.658428	0.673062	0.673062	0.673062	0.673062	0.662220	0.685679	0.658428	0.661942	0.686586	0.658428
/home/pshar31/strainge_trail/renamed_db/genomes/NP-UA__clade2__SQ20.fna	0.931290	0.719010	0.933737	0.933737	0.933737	1.000000	1.000000	0.708665	0.714791	0.697048	0.697048	0.971022	0.932374	0.716488	0.837149	0.841285	0.829749	0.832422	0.855197	0.831503	0.849774	0.854766	0.848689	0.853211	0.854246	0.834415	0.834415	0.706235	0.919628	0.923790	0.927513	0.926203	0.706235	0.965974	0.962672	0.710184	0.920676	0.714768	0.715031	0.713021	0.713021	0.716936	0.714019	0.712128	0.920608	0.714271	0.710978	0.919233	0.921120	0.719721	0.717217	0.920068	0.920068	0.919796	0.730759	0.718285	0.718587	0.717862	0.716735	0.723152	0.718163	0.723066	0.713310	0.964411	0.983489	0.713597	0.919915	0.715450	0.720024	0.718270	0.714375	0.713950	0.918749	0.918345	0.919194	0.915536	0.965096	0.955844	0.965096	0.965096	0.941099	0.726506	0.957200	0.981355	0.657662	0.659994	0.655897	0.657662	0.657662	0.655897	0.664086	0.683874	0.658428	0.658428	0.658428	0.658428	0.658428	0.673062	0.673062	0.673062	0.673062	0.662220	0.685679	0.658428	0.661942	0.686586	0.658428
/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade3__E-DK-20.fna	0.711995	0.964562	0.708707	0.708707	0.708707	0.708665	0.708665	1.000000	0.935138	0.947338	0.947338	0.713386	0.713162	0.932622	0.699157	0.708900	0.694736	0.697509	0.712283	0.698473	0.722232	0.713256	0.711770	0.713578	0.711401	0.691163	0.691163	0.937631	0.718446	0.714797	0.715414	0.716525	0.937631	0.697083	0.701316	0.946797	0.714845	0.944435	0.950023	0.948218	0.948218	0.966889	0.972651	0.970996	0.715564	0.968550	0.969832	0.700500	0.716024	0.936297	0.955393	0.701172	0.701172	0.714632	0.936668	0.935626	0.935967	0.946127	0.945149	0.937525	0.946470	0.939438	0.958353	0.692806	0.706401	0.947513	0.714943	0.973511	0.965087	0.946381	0.946855	0.942163	0.712995	0.713413	0.714175	0.717175	0.693400	0.702059	0.693400	0.693400	0.704879	0.908410	0.700414	0.703366	0.665786	0.668428	0.669786	0.665786	0.665786	0.669786	0.666560	0.680822	0.668238	0.668238	0.668238	0.668238	0.668238	0.684937	0.684937	0.684937	0.684937	0.668562	0.677975	0.668238	0.668573	0.678882	0.668238
/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade4__70.fna	0.713759	0.925827	0.714171	0.714171	0.714171	0.714791	0.714791	0.935138	1.000000	0.939202	0.939202	0.719527	0.714926	0.995442	0.702407	0.712174	0.698006	0.700778	0.715538	0.701733	0.725502	0.716518	0.715036	0.714413	0.714654	0.694406	0.694406	0.924418	0.717708	0.715421	0.714673	0.713287	0.924418	0.703208	0.700069	0.932571	0.715469	0.921992	0.928970	0.925810	0.925810	0.935564	0.931950	0.930314	0.716188	0.932790	0.929153	0.704070	0.716648	0.923084	0.914711	0.704745	0.704745	0.715255	0.928005	0.926977	0.922727	0.932879	0.931893	0.924283	0.933220	0.931475	0.928181	0.698933	0.712535	0.925098	0.715567	0.937323	0.931659	0.933132	0.925810	0.928909	0.713619	0.714036	0.714799	0.717800	0.699528	0.708214	0.699528	0.699528	0.699576	0.895622	0.706526	0.709475	0.648370	0.651045	0.651001	0.648370	0.648370	0.651001	0.647714	0.662419	0.649486	0.649486	0.649486	0.649486	0.649486	0.666176	0.666176	0.666176	0.666176	0.649732	0.659249	0.649486	0.649873	0.660146	0.649486
/home/pshar31/strainge_trail/renamed_db/genomes/P-UA__clade2__SQ29.fna	0.701595	0.925668	0.702008	0.702008	0.702008	0.697048	0.697048	0.947338	0.939202	1.000000	1.000000	0.697376	0.702760	0.936707	0.691805	0.699417	0.689850	0.692611	0.702795	0.689021	0.712352	0.703763	0.702281	0.701304	0.701916	0.688343	0.688343	0.943516	0.711442	0.709136	0.708421	0.709530	0.943516	0.685683	0.686917	0.957761	0.709186	0.922566	0.929511	0.926356	0.926356	0.937426	0.933814	0.932178	0.709900	0.934664	0.931018	0.692784	0.710360	0.949988	0.916624	0.693455	0.693455	0.708973	0.939897	0.963024	0.963372	0.959850	0.958891	0.951268	0.960197	0.950647	0.952573	0.681418	0.699342	0.925649	0.709279	0.926964	0.931496	0.960108	0.926356	0.955913	0.707340	0.707753	0.708515	0.711513	0.682009	0.689916	0.682009	0.682009	0.699077	0.929705	0.689010	0.696308	0.657300	0.659934	0.659923	0.657300	0.657300	0.659923	0.656699	0.670928	0.658380	0.658380	0.658380	0.658380	0.658380	0.675034	0.675034	0.675034	0.675034	0.658697	0.668093	0.658380	0.658718	0.668997	0.658380
